player,player_id,team,nationality,pos,overall,market_value,transfer_open,pace_score,shoot_score,pass_score,dribble_score,defense_score,physic_score,goals,xg_total,assists,key_passes,passes_total,pass_completion,dribbles_total,dribbles_won,pressures,progressive_passes,formations,best_formation,strengths,weaknesses,systems,competitions
Muhammed Kerem Aktürkoğlu,49689.0,Turkey,TR,LM,55,1-6M€,28,41,42,48,40,42,40,0.0,0.175515646,0.0,0.0,6.0,0.6666666666666666,0.0,0.0,3.0,4.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['UEFA Euro 2024']
Muhammed Cham Saracevic,32481.0,Clermont Foot,EU,CAM,55,1-6M€,39,44,48,61,42,51,48,0.0,0.404242502,0.0,0.0,47.0,0.8723404255319149,1.0,0.0,17.0,11.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Ligue 1 2022/23']
Christopher Wooh,74588.0,Rennes,EU,CB,55,1-6M€,17,47,40,66,72,50,45,0.0,0.0,0.0,0.0,39.0,0.9743589743589745,1.0,1.0,8.0,23.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Ligue 1 2022/23']
Niels Nkounkou,48031.0,Eintracht Frankfurt,DE,LB,55,1-6M€,73,48,40,56,59,54,45,0.0,0.0,0.0,0.0,34.0,0.7647058823529411,2.0,1.0,14.0,18.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Bundesliga 2023/24']
Nicolás Hernán Otamendi,3090.0,Argentina,AR,CB,55,1-6M€,70,48,40,70,40,47,53,0.0,0.0,0.0,0.0,96.0,0.9479166666666666,0.0,0.0,5.0,43.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
Nicolas Seiwald,39460.0,Austria,AT,CDM,55,1-6M€,57,43,40,54,40,57,46,0.0,0.0,0.0,0.0,46.0,0.717391304347826,0.0,0.0,19.0,18.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
Nick Woltemade,34870.0,Werder Bremen,EU,ST,55,1-6M€,43,47,41,56,57,58,44,0.0,0.082292914,0.0,0.0,16.0,0.8125,3.0,1.0,28.0,3.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Robin Gosens,6985.0,Union Berlin,EU,LWB,55,1-6M€,38,41,41,50,40,47,43,0.0,0.061352093,0.0,0.0,27.0,0.6666666666666666,0.0,0.0,5.0,6.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Achraf Dari,139016.0,Stade Brestois,EU,CB,55,1-6M€,30,42,40,55,40,54,42,0.0,0.0,0.0,0.0,22.0,0.7727272727272727,0.0,0.0,14.0,11.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Ligue 1 2022/23']
Vanja Milinković Savić,20600.0,Serbia,RS,GK,55,1-6M€,62,54,40,61,40,44,51,0.0,0.0,0.0,0.0,91.0,0.7142857142857143,0.0,0.0,0.0,72.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['FIFA World Cup 2022']
Adrián López Álvarez,6735.0,Osasuna,EU,LM,55,1-6M€,33,43,41,54,42,46,41,0.0,0.06182509,0.0,0.0,14.0,0.7857142857142857,1.0,0.0,9.0,4.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
Yan Brice Eteki,24052.0,Granada,EU,CM,55,1-6M€,22,44,40,59,72,54,44,0.0,0.0,0.0,0.0,28.0,0.8571428571428571,1.0,1.0,21.0,8.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['La Liga 2020/21']
Xherdan Shaqiri,3533.0,Switzerland,CH,RW,55,1-6M€,55,41,66,49,40,45,44,1.0,0.46316709,0.0,0.0,24.0,0.6666666666666666,0.0,0.0,7.0,6.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Dribble']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['FIFA World Cup 2022']
Wout Weghorst,7829.0,Netherlands,NL,ST,55,1-6M€,26,50,47,51,49,71,45,0.0,0.353240993,0.0,0.0,41.0,0.6829268292682927,4.0,0.0,48.0,8.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['UEFA Euro 2024']
Wout Weghorst,7829.0,Hoffenheim,EU,ST,55,1-6M€,67,50,47,51,49,71,44,0.0,0.353240993,0.0,0.0,41.0,0.6829268292682927,4.0,0.0,48.0,8.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Willian Joel Pacho Tenorio,41593.0,Eintracht Frankfurt,DE,CB,55,1-6M€,83,46,40,65,40,47,49,0.0,0.0,0.0,0.0,67.0,0.9104477611940298,0.0,0.0,5.0,30.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Bundesliga 2023/24']
Warmed Omari,39265.0,Rennes,EU,CB,55,1-6M€,27,43,40,63,40,55,43,0.0,0.0,0.0,0.0,28.0,0.9285714285714286,0.0,0.0,15.0,15.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Ligue 1 2022/23']
Philipp Hofmann,28603.0,Bochum,EU,ST,55,1-6M€,13,41,41,45,40,47,42,0.0,0.12386223,0.0,0.0,17.0,0.5882352941176471,0.0,0.0,11.0,7.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Phil Foden,4354.0,England,EN,CAM,55,1-6M€,78,49,54,63,47,64,53,0.0,0.432037883,0.0,0.0,63.0,0.8888888888888888,3.0,0.0,37.0,13.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Finition', 'Dribble']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['UEFA Euro 2024']
Pervis Josué Estupiñán Tenorio,24085.0,Ecuador,EU,LB,55,1-6M€,10,48,40,58,74,54,47,0.0,0.0,0.0,0.0,53.0,0.7924528301886793,2.0,2.0,14.0,19.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Dribble réussi'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['FIFA World Cup 2022']
Roberto Soldado Rillo,26009.0,Granada,EU,ST,55,1-6M€,83,42,41,48,42,45,41,0.0,0.058749907,0.0,0.0,12.0,0.6666666666666666,1.0,0.0,7.0,1.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Paul Edgar Akouokou,42282.0,Real Betis,EU,CDM,55,1-6M€,19,41,40,58,40,54,43,0.0,0.0,0.0,0.0,26.0,0.8461538461538461,0.0,0.0,14.0,8.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['La Liga 2020/21']
Pau López Sabata,6792.0,Marseille,EU,GK,55,1-6M€,61,44,40,64,40,44,42,0.0,0.0,0.0,0.0,25.0,0.96,0.0,0.0,0.0,19.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['Ligue 1 2022/23']
Patrick Wimmer,33297.0,Austria,AT,LW,55,1-6M€,78,40,41,54,40,51,43,0.0,0.057999488,0.0,0.0,14.0,0.7857142857142857,0.0,0.0,17.0,2.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Patrick Pentz,9731.0,Austria,AT,GK,55,1-6M€,19,46,40,54,40,44,45,0.0,0.0,0.0,0.0,43.0,0.6976744186046512,0.0,0.0,0.0,31.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['UEFA Euro 2024']
Rasmus Nissen Kristensen,16190.0,Denmark,DK,RB,55,1-6M€,42,44,40,62,40,47,45,0.0,0.0,0.0,0.0,44.0,0.8863636363636364,0.0,0.0,5.0,19.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['FIFA World Cup 2022']
Rani Khedira,9402.0,Union Berlin,EU,CDM,55,1-6M€,59,41,41,57,40,51,41,0.0,0.048803795,0.0,0.0,18.0,0.8333333333333334,0.0,0.0,9.0,8.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Bundesliga 2023/24']
Randal Kolo Muani,22097.0,France,FR,ST,55,1-6M€,21,45,65,55,45,64,47,1.0,0.387878644,0.0,0.0,27.0,0.7777777777777778,2.0,0.0,37.0,4.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['UEFA Euro 2024']
Rafael Alexandre Conceição Leão,18360.0,Portugal,PT,LM,55,1-6M€,33,51,41,57,64,43,46,0.0,0.13186198,0.0,0.0,36.0,0.8055555555555556,4.0,2.0,4.0,11.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['UEFA Euro 2024']
Pierre-Emile Højbjerg,3570.0,Denmark,DK,CDM,55,1-6M€,93,47,40,65,40,50,50,0.0,0.0,0.0,0.0,80.0,0.8875,0.0,0.0,7.0,34.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Pierre Lees Melou,3199.0,Stade Brestois,EU,CDM,55,1-6M€,41,44,40,63,40,62,47,0.0,0.0,0.0,0.0,51.0,0.9019607843137256,0.0,0.0,25.0,22.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']","['Jeu de passe', 'Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Phillip Tietz,9221.0,Augsburg,EU,ST,55,1-6M€,33,44,40,48,72,46,44,0.0,0.0,0.0,0.0,25.0,0.64,1.0,1.0,9.0,9.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Philipp Lienhart,8931.0,Austria,AT,CB,55,1-6M€,25,47,40,66,72,46,45,0.0,0.0,0.0,0.0,43.0,0.9534883720930232,1.0,1.0,3.0,27.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Pressing']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['UEFA Euro 2024']
Roberto Torres Morales,23947.0,Osasuna,EU,RM,55,1-6M€,52,45,40,53,72,47,45,0.0,0.0,0.0,0.0,37.0,0.7027027027027027,1.0,1.0,11.0,16.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
Pavel Kadeřábek,9397.0,Hoffenheim,EU,RWB,55,1-6M€,28,48,40,45,45,57,45,0.0,0.0,0.0,0.0,39.0,0.5384615384615384,2.0,0.0,18.0,19.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Hakan Çalhanoğlu,7039.0,Turkey,TR,CDM,55,1-6M€,41,46,41,61,40,52,48,0.0,0.048900281,0.0,0.0,56.0,0.8392857142857143,0.0,0.0,11.0,29.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
Gustavo Adolfo Puerta Molano,261630.0,Bayer Leverkusen,DE,CDM,55,1-6M€,79,43,40,65,72,50,42,0.0,0.020731112,0.0,0.0,18.0,1.0,1.0,1.0,7.0,6.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Bundesliga 2023/24']
Guido Rodríguez,26404.0,Real Betis,EU,CDM,55,1-6M€,41,40,40,51,40,44,40,0.0,0.0,0.0,0.0,11.0,0.7272727272727273,0.0,0.0,0.0,3.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['La Liga 2020/21']
Gregor Kobel,17974.0,Switzerland,CH,GK,55,1-6M€,62,44,40,50,40,44,42,0.0,0.0,0.0,0.0,29.0,0.6551724137931034,0.0,0.0,0.0,20.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['FIFA World Cup 2022']
Donyell Malen,15582.0,Netherlands,NL,RW,55,1-6M€,72,57,44,47,69,45,45,0.0,0.3905872059999999,0.0,0.0,21.0,0.6190476190476191,7.0,3.0,8.0,5.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Domingos Sousa Coutinho Meneses Duarte,23807.0,Granada,EU,CB,55,1-6M€,60,45,40,61,40,46,44,0.0,0.0,0.0,0.0,39.0,0.8717948717948718,0.0,0.0,3.0,24.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['La Liga 2020/21']
Djibril Sow,16026.0,Switzerland,CH,CAM,55,1-6M€,86,42,40,59,40,45,43,0.0,0.0,0.0,0.0,27.0,0.8518518518518519,0.0,0.0,7.0,12.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['FIFA World Cup 2022']
Djed Spence,33241.0,Rennes,EU,RWB,55,1-6M€,51,42,54,62,40,50,45,0.0,0.206616,0.0,0.0,35.0,0.9142857142857144,0.0,0.0,8.0,9.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['Ligue 1 2022/23']
Youssef Msakni,23910.0,Tunisia,EU,LW,55,1-6M€,36,48,50,52,59,48,48,0.0,0.5029509569999999,0.0,0.0,45.0,0.6888888888888889,2.0,1.0,12.0,16.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['FIFA World Cup 2022']
Yorbe Vertessen,32537.0,Union Berlin,EU,ST,55,1-6M€,59,40,41,40,40,45,41,0.0,0.08249883,0.0,0.0,3.0,0.3333333333333333,0.0,0.0,8.0,0.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Yohann Magnin,22137.0,Clermont Foot,EU,CDM,55,1-6M€,18,40,40,64,40,51,41,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,9.0,2.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Yassine Meriah,5651.0,Tunisia,EU,CB,55,1-6M€,51,52,40,60,59,51,51,0.0,0.0,0.0,0.0,80.0,0.775,2.0,1.0,9.0,40.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
Lukáš Hrádecký,8667.0,Bayer Leverkusen,DE,GK,55,1-6M€,42,58,40,72,40,44,60,0.0,0.0,0.0,0.0,151.0,0.8543046357615894,0.0,0.0,0.0,90.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Travail défensif', 'Finition', 'Dribble']","['Relance au pied', 'Distribution longue']",['Bundesliga 2023/24']
Edouard Mendy,7379.0,Senegal,SN,GK,55,1-6M€,22,44,40,47,40,44,42,0.0,0.0,0.0,0.0,27.0,0.5925925925925926,0.0,0.0,0.0,21.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['FIFA World Cup 2022']
Edimilson Fernandes,3913.0,Switzerland,CH,RW,55,1-6M€,38,40,40,58,40,41,41,0.0,0.0,0.0,0.0,15.0,0.8666666666666667,0.0,0.0,2.0,3.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['FIFA World Cup 2022']
Edgar Antonio Méndez Ortega,26387.0,Deportivo Alavés,EU,RM,55,1-6M€,52,43,53,50,72,50,43,0.0,0.096383646,0.0,0.0,13.0,0.6923076923076923,1.0,1.0,16.0,7.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
Désiré Doué,214013.0,Rennes,EU,RW,55,1-6M€,24,45,40,54,72,57,46,0.0,0.0,0.0,0.0,34.0,0.7352941176470589,1.0,1.0,26.0,16.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['Ligue 1 2022/23']
Dylan Daniel Mahmoud Bronn,5655.0,Tunisia,EU,CB,55,1-6M€,32,44,40,57,40,50,47,0.0,0.0,0.0,0.0,54.0,0.7592592592592593,0.0,0.0,8.0,19.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
Dušan Vlahović,18015.0,Serbia,RS,ST,55,1-6M€,13,43,70,43,42,45,42,1.0,0.7624475099999999,0.0,0.0,13.0,0.5384615384615384,1.0,0.0,7.0,4.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['FIFA World Cup 2022']
Dušan Tadić,3831.0,Serbia,RS,CAM,55,1-6M€,61,60,41,55,69,57,53,0.0,0.061684445,0.0,0.0,69.0,0.6956521739130435,7.0,3.0,26.0,24.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['FIFA World Cup 2022']
Erhan Mašović,29760.0,Bochum,EU,CB,55,1-6M€,15,41,40,56,40,46,40,0.0,0.0,0.0,0.0,12.0,0.8333333333333334,0.0,0.0,3.0,4.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Bundesliga 2023/24']
Enzo Fernandez,38718.0,Argentina,AR,CDM,55,1-6M€,66,49,40,70,40,54,54,0.0,0.0,0.0,0.0,100.0,0.94,0.0,0.0,14.0,46.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Enrique Barja Afonso,24315.0,Osasuna,EU,ST,55,1-6M€,71,48,52,47,57,56,45,0.0,0.057224557,0.0,0.0,23.0,0.6086956521739131,3.0,1.0,24.0,8.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Enner Remberto Valencia Lastra,28559.0,Ecuador,EU,LW,55,1-6M€,54,40,41,55,40,46,43,0.0,0.049651184,0.0,0.0,10.0,0.8,0.0,0.0,9.0,2.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['FIFA World Cup 2022']
Emerson Aparecido Leite de Souza Junior,23522.0,Real Betis,EU,RB,55,1-6M€,51,47,40,67,59,58,45,0.0,0.0,0.0,0.0,39.0,1.0,2.0,1.0,20.0,15.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],"['Travail défensif', 'Finition', 'Dribble']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Eduardo Camavinga,24778.0,France,FR,CM,55,1-6M€,41,46,43,66,42,58,51,0.0,0.257998171,0.0,0.0,65.0,0.9384615384615383,1.0,0.0,28.0,21.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Box-to-box', 'Pressing collectif', 'Transitions']",['UEFA Euro 2024']
Ferland Mendy,3804.0,Real Madrid,ES,LB,55,1-6M€,36,44,40,55,72,54,43,0.0,0.0,0.0,0.0,26.0,0.7692307692307693,1.0,1.0,13.0,10.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Ferjani Sassi,5650.0,Tunisia,EU,CDM,55,1-6M€,18,47,40,54,59,52,44,0.0,0.020219443,0.0,0.0,32.0,0.75,2.0,1.0,11.0,14.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Ferdi Erenay Kadıoğlu,30438.0,Turkey,TR,LWB,55,1-6M€,36,44,40,57,72,55,45,0.0,0.0,0.0,0.0,33.0,0.8181818181818182,1.0,1.0,16.0,10.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['UEFA Euro 2024']
Felix Uduokhai,8245.0,Augsburg,EU,CB,55,1-6M€,81,44,40,60,40,50,45,0.0,0.0,0.0,0.0,40.0,0.85,0.0,0.0,8.0,19.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Bundesliga 2023/24']
Felix Passlack,8241.0,Bochum,EU,RB,55,1-6M€,79,41,40,48,40,47,40,0.0,0.0,0.0,0.0,14.0,0.6428571428571429,0.0,0.0,4.0,7.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Bundesliga 2023/24']
Felix Eduardo Torres Caicedo,30111.0,Ecuador,EU,CB,55,1-6M€,12,50,42,61,40,48,49,0.0,0.15397952,0.0,0.0,72.0,0.7777777777777778,0.0,0.0,6.0,53.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
