player,player_id,team,nationality,pos,overall,market_value,transfer_open,pace_score,shoot_score,pass_score,dribble_score,defense_score,physic_score,goals,xg_total,assists,key_passes,passes_total,pass_completion,dribbles_total,dribbles_won,pressures,progressive_passes,formations,best_formation,strengths,weaknesses,systems,competitions
Kasper Dolberg,6302.0,Denmark,DK,ST,56,1-6M€,17,42,53,64,72,45,41,0.0,0.131434905,0.0,0.0,4.0,1.0,1.0,1.0,7.0,1.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['FIFA World Cup 2022']
Bernardo Fernandes da Silva Junior,8960.0,Bochum,EU,LB,55,1-6M€,53,41,40,54,40,47,41,0.0,0.0,0.0,0.0,14.0,0.7857142857142857,0.0,0.0,5.0,6.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Bundesliga 2023/24']
Birger Meling,16353.0,Rennes,EU,LWB,55,1-6M€,83,44,40,62,42,55,45,0.0,0.0,0.0,0.0,36.0,0.9166666666666666,1.0,0.0,16.0,12.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Ligue 1 2022/23']
Carlos Neva Tey,25702.0,Granada,EU,LB,55,1-6M€,69,40,40,57,40,45,40,0.0,0.0,0.0,0.0,13.0,0.8461538461538461,0.0,0.0,1.0,3.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Benedict Hollerbach,48543.0,Union Berlin,EU,ST,55,1-6M€,72,45,40,40,59,45,41,0.0,0.0,0.0,0.0,5.0,0.4,2.0,1.0,7.0,3.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Barış Alper Yılmaz,134209.0,Turkey,TR,ST,55,1-6M€,63,45,40,58,45,50,44,0.0,0.0,0.0,0.0,16.0,0.875,2.0,0.0,15.0,2.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['UEFA Euro 2024']
Carlos Domínguez Cáceres,75546.0,Celta Vigo,EU,CB,55,1-6M€,62,44,40,55,40,52,44,0.0,0.0,0.0,0.0,35.0,0.7428571428571429,0.0,0.0,11.0,20.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['La Liga 2020/21']
Carlos Armando Gruezo Arboleda,12583.0,Ecuador,EU,CDM,55,1-6M€,91,41,40,61,40,50,41,0.0,0.0,0.0,0.0,14.0,0.9285714285714286,0.0,0.0,8.0,8.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Bruno Miguel Borges Fernandes,5204.0,Portugal,PT,CAM,55,1-6M€,94,47,46,56,42,49,48,0.0,0.20140807,0.0,0.0,58.0,0.7413793103448276,1.0,0.0,13.0,24.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['UEFA Euro 2024']
Brenden Aaronson,24243.0,Union Berlin,EU,CAM,55,1-6M€,49,45,40,57,45,53,44,0.0,0.0,0.0,0.0,23.0,0.8260869565217391,2.0,0.0,20.0,2.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Bundesliga 2023/24']
Brais Méndez Portela,6799.0,Celta Vigo,EU,RM,55,1-6M€,87,47,40,60,45,66,49,0.0,0.0,0.0,0.0,45.0,0.8666666666666667,2.0,0.0,39.0,11.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition', 'Dribble']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
Christopher Trimmel,9164.0,Union Berlin,EU,RWB,55,1-6M€,10,43,40,46,40,50,42,0.0,0.0,0.0,0.0,24.0,0.5833333333333334,0.0,0.0,7.0,16.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Christoph Baumgartner,24977.0,Austria,AT,CAM,55,1-6M€,18,44,40,57,72,45,41,0.0,0.0,0.0,0.0,13.0,0.8461538461538461,1.0,1.0,8.0,8.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['UEFA Euro 2024']
Christian Groß,31100.0,Werder Bremen,EU,CB,55,1-6M€,80,47,40,67,72,56,49,0.0,0.0,0.0,0.0,63.0,0.9682539682539684,1.0,1.0,17.0,24.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Bundesliga 2023/24']
Cheikh Ahmadou Bamba Mbacke Dieng,88123.0,Senegal,SN,ST,55,1-6M€,24,40,40,45,40,42,40,0.0,0.0,0.0,0.0,5.0,0.6,0.0,0.0,3.0,0.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['FIFA World Cup 2022']
Bukayo Saka,22084.0,England,EN,RW,55,1-6M€,89,44,41,59,42,54,48,0.0,0.07174964,0.0,0.0,44.0,0.8409090909090909,1.0,0.0,21.0,11.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Neymar da Silva Santos Junior,4320.0,Brazil,BR,CAM,55,1-6M€,67,53,45,57,69,47,49,0.0,0.195642525,0.0,0.0,46.0,0.782608695652174,5.0,3.0,11.0,11.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['FIFA World Cup 2022']
Nemanja Maksimović,6901.0,Serbia,RS,CDM,55,1-6M€,21,41,40,61,40,47,42,0.0,0.0,0.0,0.0,24.0,0.9166666666666666,0.0,0.0,5.0,5.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Okay Yokuşlu,12555.0,Turkey,TR,CDM,55,1-6M€,78,40,40,59,40,46,40,0.0,0.0,0.0,0.0,9.0,0.8888888888888888,0.0,0.0,3.0,3.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
Néstor Alejandro Araújo Razo,11388.0,Celta Vigo,EU,CB,55,1-6M€,38,44,40,65,40,47,45,0.0,0.0,0.0,0.0,46.0,0.9347826086956522,0.0,0.0,5.0,22.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['La Liga 2020/21']
Nélson Cabral Semedo,6374.0,Portugal,PT,RB,55,1-6M€,66,46,40,55,59,47,43,0.0,0.0,0.0,0.0,27.0,0.7777777777777778,2.0,1.0,5.0,8.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['UEFA Euro 2024']
Nuno Albertino Varela Tavares,30040.0,Marseille,EU,RWB,55,1-6M€,35,54,45,60,57,57,49,0.0,0.191038983,0.0,0.0,48.0,0.8541666666666666,5.0,1.0,18.0,13.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['Ligue 1 2022/23']
Nordi Mukiele Mulere,2935.0,Paris Saint-Germain,FR,RWB,55,1-6M€,42,43,40,53,42,52,43,0.0,0.0,0.0,0.0,20.0,0.75,1.0,0.0,10.0,7.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['Ligue 1 2022/23']
Norberto Murara Neto,6590.0,Barcelona,EU,GK,55,1-6M€,76,42,40,65,40,44,42,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,11.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Précision passe'],"['Travail défensif', 'Finition', 'Dribble']","['Relance au pied', 'Distribution longue']",['La Liga 2020/21']
Noah Fadiga,30533.0,Stade Brestois,EU,RB,55,1-6M€,31,43,40,58,42,54,43,0.0,0.0,0.0,0.0,21.0,0.8571428571428571,1.0,0.0,14.0,3.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Ligue 1 2022/23']
Niklas Dorsch,9198.0,Augsburg,EU,CDM,55,1-6M€,72,43,40,65,40,52,47,0.0,0.034268443,0.0,0.0,45.0,0.9555555555555556,0.0,0.0,11.0,15.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Travail défensif', 'Finition', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['Bundesliga 2023/24']
Patrick Osterhage,133208.0,Bochum,EU,CM,55,1-6M€,32,45,40,61,59,43,44,0.0,0.0,0.0,0.0,24.0,0.9166666666666666,2.0,1.0,5.0,4.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
Pathé Ismaël Ciss,31751.0,Senegal,SN,CDM,55,1-6M€,42,47,40,60,59,55,43,0.0,0.03057826,0.0,0.0,25.0,0.88,2.0,1.0,16.0,11.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Pape Gueye,21026.0,Senegal,SN,CDM,55,1-6M€,48,44,47,53,42,54,44,0.0,0.057711941,0.0,0.0,27.0,0.7407407407407407,1.0,0.0,13.0,9.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Christian Dannemann Eriksen,3043.0,Denmark,DK,CM,55,1-6M€,54,49,40,64,72,47,51,0.0,0.035615563,0.0,0.0,80.0,0.8625,1.0,1.0,11.0,36.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['FIFA World Cup 2022']
Omar Marmoush,40761.0,Eintracht Frankfurt,DE,ST,55,1-6M€,85,43,48,58,72,54,44,0.0,0.45716991,0.0,0.0,20.0,0.85,1.0,1.0,22.0,7.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Ollie Watkins,4760.0,England,EN,ST,55,1-6M€,78,40,62,64,40,46,40,1.0,0.110203103,0.0,0.0,2.0,1.0,0.0,0.0,9.0,1.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['UEFA Euro 2024']
Olivier Deman,24179.0,Werder Bremen,EU,LWB,55,1-6M€,71,40,52,52,40,47,40,0.0,0.047987003,0.0,0.0,8.0,0.75,0.0,0.0,4.0,2.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Oliver Baumann,8393.0,Hoffenheim,EU,GK,55,1-6M€,56,47,40,55,40,44,46,0.0,0.0,0.0,0.0,50.0,0.7,0.0,0.0,0.0,37.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['Bundesliga 2023/24']
Bart Verbruggen,37274.0,Netherlands,NL,GK,55,1-6M€,13,53,40,66,40,44,52,0.0,0.0,0.0,0.0,96.0,0.8333333333333334,0.0,0.0,0.0,67.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Travail défensif', 'Finition', 'Dribble']","['Relance au pied', 'Distribution longue']",['UEFA Euro 2024']
Moussa Soumano,350488.0,AC Ajaccio,EU,ST,55,1-6M€,22,42,41,52,72,45,40,0.0,0.0585685,0.0,0.0,4.0,0.75,1.0,1.0,7.0,1.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Moussa Dembélé,12509.0,Lyon,EU,ST,55,1-6M€,25,40,55,50,40,44,41,0.0,0.25273198,0.0,0.0,7.0,0.7142857142857143,0.0,0.0,6.0,1.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Mounaim El Idrissy,20879.0,AC Ajaccio,EU,ST,55,1-6M€,61,41,40,49,40,60,43,0.0,0.0,0.0,0.0,18.0,0.6666666666666666,0.0,0.0,30.0,5.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Ligue 1 2022/23']
Mory Diaw,48502.0,Clermont Foot,EU,GK,55,1-6M€,49,45,40,59,40,44,44,0.0,0.0,0.0,0.0,41.0,0.8048780487804879,0.0,0.0,0.0,27.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['Ligue 1 2022/23']
Montassar Omar Talbi,32450.0,Tunisia,EU,CB,55,1-6M€,56,48,52,64,72,51,48,0.0,0.012159805,0.0,0.0,58.0,0.896551724137931,1.0,1.0,9.0,28.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
Moisés Isaac Caicedo Corozo,37726.0,Ecuador,EU,CDM,55,1-6M€,15,42,88,58,40,52,47,1.0,0.5894187,0.0,0.0,50.0,0.82,0.0,0.0,11.0,9.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Finition'],"['Jeu de passe', 'Travail défensif', 'Dribble']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Mohamed Youssouf,21992.0,AC Ajaccio,EU,RB,55,1-6M€,77,41,40,61,40,57,44,0.0,0.0,0.0,0.0,22.0,0.9090909090909092,0.0,0.0,19.0,7.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Ligue 1 2022/23']
Boulaye Dia,20611.0,Senegal,SN,ST,55,1-6M€,57,48,42,41,66,46,42,0.0,0.21294739,0.0,0.0,11.0,0.4545454545454545,3.0,2.0,9.0,5.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['FIFA World Cup 2022']
Ozan Muhammed Kabak,20770.0,Hoffenheim,EU,CB,55,1-6M€,94,42,40,55,40,57,44,0.0,0.0,0.0,0.0,27.0,0.7777777777777778,0.0,0.0,18.0,11.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Bundesliga 2023/24']
Mitchell Weiser,8576.0,Werder Bremen,EU,RWB,55,1-6M€,69,47,56,56,74,54,45,0.0,0.3757361,0.0,0.0,33.0,0.7878787878787878,2.0,2.0,13.0,13.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,['Dribble réussi'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Mitchell Thomas Duke,33492.0,Australia,EU,ST,55,1-6M€,62,47,55,44,59,70,55,1.0,0.236835243,0.0,0.0,59.0,0.4915254237288136,2.0,1.0,46.0,15.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Finition', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['FIFA World Cup 2022']
Miloš Degenek,15957.0,Australia,EU,RB,55,1-6M€,69,57,40,57,57,57,51,0.0,0.0,0.0,0.0,87.0,0.6781609195402298,3.0,1.0,19.0,53.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['FIFA World Cup 2022']
Mikkel Kaufmann,24849.0,Union Berlin,EU,ST,55,1-6M€,79,40,40,40,40,49,41,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,0.0,0.0,13.0,1.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Mikkel Damsgaard,24443.0,Denmark,DK,RM,55,1-6M€,51,40,40,58,40,47,41,0.0,0.0,0.0,0.0,14.0,0.8571428571428571,0.0,0.0,10.0,3.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['FIFA World Cup 2022']
Mikel Oyarzabal Ugarte,6685.0,Spain,ES,ST,55,1-6M€,61,41,70,56,40,49,42,1.0,0.3210357669999999,0.0,0.0,12.0,0.8333333333333334,0.0,0.0,14.0,4.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Dribble']","['Attaque directe', 'Pressing avant', 'Profondeur']",['UEFA Euro 2024']
Mikel Merino Zazón,3042.0,Spain,ES,CAM,55,1-6M€,58,41,40,61,40,41,41,0.0,0.0,0.0,0.0,15.0,0.9333333333333332,0.0,0.0,2.0,4.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['UEFA Euro 2024']
Lucas Torró Marset,12419.0,Osasuna,EU,CDM,55,1-6M€,55,43,40,63,40,54,44,0.0,0.0,0.0,0.0,36.0,0.9166666666666666,0.0,0.0,13.0,17.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['La Liga 2020/21']
Lucas Tolentino Coelho de Lima,22600.0,Brazil,BR,CDM,55,1-6M€,39,44,40,54,42,55,46,0.0,0.0,0.0,0.0,41.0,0.7317073170731707,1.0,0.0,16.0,11.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['FIFA World Cup 2022']
Lucas Silva Melo,33088.0,Eintracht Frankfurt,DE,RB,55,1-6M€,53,45,40,64,40,52,49,0.0,0.0,0.0,0.0,67.0,0.8805970149253731,0.0,0.0,10.0,26.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Précision passe', 'Passes progressives']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Bundesliga 2023/24']
Lisandro Martínez,27768.0,Argentina,AR,CB,55,1-6M€,26,42,40,63,40,46,41,0.0,0.0,0.0,0.0,19.0,0.9473684210526316,0.0,0.0,3.0,9.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['FIFA World Cup 2022']
Lilian Brassier,29284.0,Stade Brestois,EU,CB,55,1-6M€,13,43,41,54,40,51,43,0.0,0.07576614,0.0,0.0,28.0,0.75,0.0,0.0,9.0,18.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Ligue 1 2022/23']
Nemanja Radonjić,5833.0,Serbia,RS,RWB,55,1-6M€,10,46,41,49,45,46,42,0.0,0.051502228,0.0,0.0,18.0,0.6666666666666666,2.0,0.0,3.0,6.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['FIFA World Cup 2022']
Leopold Querfeld,152512.0,Austria,AT,CB,55,1-6M€,57,41,40,54,40,47,40,0.0,0.0,0.0,0.0,9.0,0.7777777777777778,0.0,0.0,5.0,5.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['UEFA Euro 2024']
Leonardo Julián Balerdi Rossa,33233.0,Marseille,EU,CB,55,1-6M€,70,44,41,52,40,57,45,0.0,0.05911905,0.0,0.0,38.0,0.6842105263157895,0.0,0.0,18.0,22.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture zone']",['Ligue 1 2022/23']
Luke Shaw,3382.0,England,EN,LWB,55,1-6M€,41,49,40,63,59,54,47,0.0,0.0,0.0,0.0,56.0,0.875,2.0,1.0,14.0,25.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['UEFA Euro 2024']
Lukas Daschner,18129.0,Bochum,EU,ST,55,1-6M€,94,43,40,50,42,45,41,0.0,0.0,0.0,0.0,10.0,0.7,1.0,0.0,7.0,5.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Luka Modrić,5463.0,Real Madrid,ES,CM,55,1-6M€,36,49,41,59,66,48,47,0.0,0.06698707,0.0,0.0,48.0,0.8333333333333334,3.0,2.0,12.0,14.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['La Liga 2020/21']
Luka Jović,6319.0,Serbia,RS,ST,55,1-6M€,69,40,41,50,40,41,41,0.0,0.05817553,0.0,0.0,10.0,0.7,0.0,0.0,1.0,3.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['FIFA World Cup 2022']
Luis Milla Manzanares,24272.0,Granada,EU,CAM,55,1-6M€,62,42,40,61,40,46,42,0.0,0.0,0.0,0.0,21.0,0.9047619047619048,0.0,0.0,9.0,10.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['La Liga 2020/21']
Luis Javier Suárez Charris,24093.0,Granada,EU,ST,55,1-6M€,33,42,40,64,72,49,41,0.0,0.028624984,0.0,0.0,4.0,1.0,1.0,1.0,14.0,1.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Lucas Vázquez Iglesias,5200.0,Real Madrid,ES,RB,55,1-6M€,23,46,54,58,59,54,43,0.0,0.15830496,0.0,0.0,21.0,0.8571428571428571,2.0,1.0,14.0,8.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Lucas Tousart,3117.0,Union Berlin,EU,CM,55,1-6M€,15,48,40,54,66,52,44,0.0,0.0,0.0,0.0,22.0,0.7727272727272727,3.0,2.0,19.0,5.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
