player,player_id,team,nationality,pos,overall,market_value,transfer_open,pace_score,shoot_score,pass_score,dribble_score,defense_score,physic_score,goals,xg_total,assists,key_passes,passes_total,pass_completion,dribbles_total,dribbles_won,pressures,progressive_passes,formations,best_formation,strengths,weaknesses,systems,competitions
Rodrigo Sánchez Rodriguez,41083.0,Real Betis,ES,RW,55,1-6M€,70,40,40,64,40,43,41,0.0,0.0,0,0,14.0,1.0,0.0,0.0,5.0,3.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
Rodrygo Silva de Goes,25104.0,Brazil,BR,LW,55,1-6M€,60,55,44,55,65,51,46,0.0,0.170104196,1,0,42.0,0.7857142857142857,8.0,3.0,21.0,9.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']","['FIFA World Cup 2022', 'Copa America 2024']"
Rodrygo Silva de Goes,25104.0,Real Madrid,ES,RW,55,1-6M€,14,55,44,55,65,51,40,0.0,0.170104196,1,0,42.0,0.7857142857142857,8.0,3.0,21.0,9.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
Roger Martí Salvador,6684.0,Levante UD,EU,ST,55,1-6M€,30,43,40,49,42,49,42,0.0,0.0,0,1,21.0,0.6666666666666666,1.0,0.0,18.0,9.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Roland Sallai,19316.0,Freiburg,EU,ST,55,1-6M€,14,42,41,56,42,44,41,0.0,0.15504521,0,0,12.0,0.8333333333333334,1.0,0.0,7.0,2.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Romain Del Castillo,7322.0,Stade Brestois,EU,LM,55,1-6M€,91,46,40,55,43,50,46,0.0,0.047006607,1,1,44.0,0.7727272727272727,2.0,0.0,19.0,16.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['Ligue 1 2022/23']
Romain Saïss,5219.0,Morocco,MA,CB,55,1-6M€,51,41,40,55,40,45,40,0.0,0.0,0,0,15.0,0.8,0.0,0.0,1.0,10.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['FIFA World Cup 2022']
Manuel Alejandro García Sánchez,6632.0,Deportivo Alavés,EU,LM,55,1-6M€,48,40,40,40,40,48,40,0.0,0.0,0,0,4.0,0.5,0.0,0.0,15.0,3.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['La Liga 2020/21']
Kevin Duvan Castaño Gil,60138.0,Colombia,EU,CM,55,1-6M€,21,43,40,55,42,47,44,0.0,0.0,0,2,33.0,0.7878787878787878,1.0,0.0,13.0,8.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Copa America 2024']
Mads Pedersen,24442.0,Augsburg,EU,RB,55,1-6M€,51,44,40,62,71,53,45,0.0,0.0,0,0,51.0,0.9215686274509803,1.0,1.0,16.0,15.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Bundesliga 2023/24']
Daniel Muñoz Mejía,27423.0,Colombia,EU,RB,55,1-6M€,81,44,40,59,42,56,46,0.0,0.03315231,0,1,53.0,0.8490566037735849,1.0,0.0,21.0,14.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['Copa America 2024']
Danilho Doekhi,18789.0,Union Berlin,EU,CB,55,1-6M€,46,42,40,57,40,50,43,0.0,0.0,0,0,28.0,0.8214285714285714,0.0,0.0,9.0,14.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
Danilo Luiz da Silva,3063.0,Brazil,BR,RB,55,1-6M€,60,49,40,63,71,45,53,0.0,0.016877638,0,1,129.0,0.8372093023255814,1.0,1.0,2.0,49.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']","['FIFA World Cup 2022', 'Copa America 2024']"
Darko Lazović,7145.0,Serbia,RS,RWB,55,1-6M€,33,41,40,47,40,45,40,0.0,0.018288644,0,0,11.0,0.6363636363636364,0.0,0.0,1.0,7.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['FIFA World Cup 2022']
Darwin Daniel Machís Marcano,11501.0,Granada,EU,LW,55,1-6M€,88,42,48,55,71,42,42,0.0,0.187432213,0,0,16.0,0.8125,1.0,1.0,4.0,4.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
David García Zubiría,23950.0,Osasuna,EU,CB,55,1-6M€,41,45,41,58,40,48,44,0.0,0.15743414,0,0,51.0,0.803921568627451,0.0,0.0,8.0,32.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['La Liga 2020/21']
David Jurásek,134272.0,Hoffenheim,EU,LWB,55,1-6M€,61,42,40,54,40,51,44,0.0,0.0,0,1,41.0,0.7560975609756098,0.0,0.0,11.0,17.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
David Raum,12034.0,Germany,DE,LB,55,1-6M€,71,43,40,50,71,48,43,0.0,0.0,0,0,36.0,0.6666666666666666,1.0,1.0,7.0,12.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['UEFA Euro 2024']
Dayne Tristan St. Clair,36794.0,Canada,EU,GK,55,1-6M€,61,42,40,48,40,44,42,0.0,0.0,0,0,25.0,0.64,0.0,0.0,0.0,12.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Relance au pied', 'Distribution longue']",['Copa America 2024']
Dejan Lovren,3471.0,Lyon,EU,CB,55,1-6M€,11,42,40,61,40,50,43,0.0,0.0,0,0,32.0,0.90625,0.0,0.0,9.0,15.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Ligue 1 2022/23']
Denis Lemi Zakaria Lako Lado,5538.0,Switzerland,CH,CDM,55,1-6M€,12,42,40,61,42,48,41,0.0,0.0,0,0,16.0,0.9375,1.0,0.0,7.0,4.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
Dennis Geiger,8391.0,Hoffenheim,EU,CM,55,1-6M€,90,40,40,54,40,44,40,0.0,0.0,0,1,5.0,0.8,0.0,0.0,7.0,2.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Bundesliga 2023/24']
Derek Cornelius,23760.0,Canada,EU,CB,55,1-6M€,11,47,40,60,40,54,50,0.0,0.0,0,2,85.0,0.8117647058823529,0.0,0.0,17.0,48.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Copa America 2024']
Deyverson Brum Silva Acosta,25134.0,Deportivo Alavés,EU,ST,55,1-6M€,11,41,40,42,40,46,42,0.0,0.0,0,0,19.0,0.5263157894736842,0.0,0.0,12.0,10.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Diego Roberto Godín Leal,5249.0,Uruguay,EU,CB,55,1-6M€,10,46,40,63,40,48,48,0.0,0.054689027,0,0,75.0,0.88,0.0,0.0,7.0,39.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['FIFA World Cup 2022']
Dimitri Foulquier,4546.0,Granada,EU,RB,55,1-6M€,28,45,40,56,43,51,43,0.0,0.0,0,0,27.0,0.8148148148148148,2.0,0.0,11.0,9.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston offensif', 'Débordement', 'Centres']",['La Liga 2020/21']
Dimitri Payet,3491.0,Marseille,EU,CM,55,1-6M€,11,40,40,60,40,40,40,0.0,0.0,0,0,12.0,0.9166666666666666,0.0,0.0,0.0,3.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Ligue 1 2022/23']
Diogo Filipe Monteiro Pinto Leite,11175.0,Union Berlin,EU,CB,55,1-6M€,62,45,41,58,43,54,45,0.0,0.07846915,0,0,39.0,0.8461538461538461,2.0,0.0,18.0,10.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
Diogo Meireles Costa,32975.0,Portugal,PT,GK,55,1-6M€,53,45,40,65,40,44,45,0.0,0.0,0,0,63.0,0.9365079365079365,0.0,0.0,0.0,35.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition', 'Dribble']","['Relance au pied', 'Distribution longue']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
Dion Lopy,104614.0,Stade de Reims,EU,CM,55,1-6M€,41,40,40,60,40,41,40,0.0,0.0,0,0,13.0,0.9230769230769231,0.0,0.0,2.0,4.0,"['4-3-3', '4-2-3-1', '3-5-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Box-to-box', 'Pressing collectif', 'Transitions']",['Ligue 1 2022/23']
Djed Spence,33241.0,Rennes,EU,RWB,55,1-6M€,79,41,54,61,40,48,44,0.0,0.206616,0,0,35.0,0.9142857142857143,0.0,0.0,8.0,9.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['Ligue 1 2022/23']
Djibril Sow,16026.0,Switzerland,CH,CAM,55,1-6M€,41,42,40,58,40,44,43,0.0,0.0,1,0,27.0,0.8518518518518519,0.0,0.0,7.0,12.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['FIFA World Cup 2022']
Daniel Vivian Moreno,41542.0,Spain,ES,CB,55,1-6M€,71,42,40,58,40,46,41,0.0,0.0,0,0,20.0,0.85,0.0,0.0,3.0,12.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['UEFA Euro 2024']
Daniel Gómez Alcón,30593.0,Levante UD,EU,ST,55,1-6M€,79,44,48,51,43,47,44,0.0,0.19316647,0,0,24.0,0.7083333333333334,2.0,0.0,13.0,4.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Dominik Kohr,8207.0,FSV Mainz 05,EU,CB,55,1-6M€,64,43,69,52,40,50,44,1.0,0.259213935,0,0,42.0,0.6904761904761905,0.0,0.0,9.0,22.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
Dan Ndoye,45190.0,Switzerland,CH,RWB,55,1-6M€,86,47,40,58,62,50,43,0.0,0.02836855,0,0,22.0,0.8636363636363636,4.0,2.0,10.0,4.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['UEFA Euro 2024']
Christian Groß,31100.0,Werder Bremen,EU,CB,55,1-6M€,24,45,40,66,71,54,47,0.0,0.0,0,0,63.0,0.9682539682539683,1.0,1.0,17.0,24.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
Christian Günter,8945.0,Freiburg,EU,LWB,55,1-6M€,52,42,40,55,40,50,44,0.0,0.051873596,0,1,43.0,0.7674418604651163,0.0,0.0,9.0,18.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Christian Jesús Martinez,16637.0,Panama,EU,CDM,55,1-6M€,38,44,40,57,40,58,50,0.0,0.051311065,0,1,76.0,0.7631578947368421,0.0,0.0,25.0,28.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Copa America 2024']
Christoph Baumgartner,24977.0,Austria,AT,CAM,55,1-6M€,45,43,40,57,71,44,41,0.0,0.0,1,0,13.0,0.8461538461538461,1.0,1.0,8.0,8.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['UEFA Euro 2024']
Christoph Zimmermann,11814.0,Darmstadt 98,EU,CB,55,1-6M€,22,43,52,57,40,52,44,0.0,0.0377309,0,0,45.0,0.8,0.0,0.0,14.0,24.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
Christopher Trimmel,9164.0,Union Berlin,EU,RWB,55,1-6M€,41,42,40,46,40,48,41,0.0,0.0,0,1,24.0,0.5833333333333334,0.0,0.0,7.0,16.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston droit', '3 derrière', 'Transitions']",['Bundesliga 2023/24']
Christopher Wooh,74588.0,Rennes,EU,CB,55,1-6M€,80,47,40,65,71,55,48,0.0,0.0,0,0,67.0,0.9402985074626866,1.0,1.0,19.0,34.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Ligue 1 2022/23']
Clément Vidal,33210.0,AC Ajaccio,EU,CB,55,1-6M€,37,41,40,59,40,50,43,0.0,0.0,0,0,25.0,0.88,0.0,0.0,9.0,10.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Ligue 1 2022/23']
Conor Gallagher,29399.0,England,EN,CDM,55,1-6M€,54,41,40,56,40,52,41,0.0,0.0,0,0,18.0,0.8333333333333334,0.0,0.0,13.0,5.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['UEFA Euro 2024']
Corentin Tolisso,5480.0,Lyon,EU,CDM,55,1-6M€,71,41,40,60,40,52,43,0.0,0.0,0,0,30.0,0.9,0.0,0.0,13.0,5.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Ligue 1 2022/23']
Craig Goodwin,8346.0,Australia,EU,LM,55,1-6M€,66,45,40,47,40,47,49,0.0,0.013616442,0,5,69.0,0.5652173913043478,0.0,0.0,14.0,32.0,"['4-4-2', '4-2-3-1']",4-4-2,"['Passes progressives', 'Passes clés']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ailier rentrant', 'Contre-attaque']",['FIFA World Cup 2022']
Cristian Gonzalo Olivera Ibarra,36706.0,Uruguay,EU,LW,55,1-6M€,37,40,40,52,40,51,43,0.0,0.0,0,1,19.0,0.7368421052631579,0.0,0.0,21.0,4.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['Copa America 2024']
Cristian Sleiker Cásseres Yepes,13493.0,Venezuela,EU,CDM,55,1-6M€,37,42,40,55,40,48,42,0.0,0.0,0,0,27.0,0.7777777777777778,0.0,0.0,7.0,15.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Copa America 2024']
Cristian Tello Herrera,6658.0,Real Betis,ES,LW,55,1-6M€,53,41,40,56,40,43,40,0.0,0.0,0,1,12.0,0.8333333333333334,0.0,0.0,5.0,5.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['La Liga 2020/21']
Cyle Larin,16459.0,Canada,EU,ST,55,1-6M€,39,47,42,54,62,52,47,0.0,0.21759219700000001,0,3,32.0,0.78125,4.0,2.0,23.0,4.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,['Passes clés'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Copa America 2024']
Cédric Avinel,7285.0,AC Ajaccio,EU,CB,55,1-6M€,71,41,40,58,40,48,41,0.0,0.0,0,0,15.0,0.8666666666666667,0.0,0.0,8.0,11.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Ligue 1 2022/23']
Cédric Hountondji,7359.0,Angers,EU,CB,55,1-6M€,84,42,40,64,40,51,43,0.0,0.0,0,0,35.0,0.9714285714285714,0.0,0.0,12.0,13.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Ligue 1 2022/23']
Cédric Zesiger,29353.0,Wolfsburg,EU,CB,55,1-6M€,71,41,52,59,40,47,43,0.0,0.0319329,0,0,26.0,0.8846153846153846,0.0,0.0,6.0,8.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Bundesliga 2023/24']
César Rodolfo Blackman Camarena,44305.0,Panama,EU,RW,55,1-6M€,10,42,40,61,71,47,41,0.0,0.029990787,0,0,14.0,0.9285714285714286,1.0,1.0,13.0,6.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['Copa America 2024']
Daley Blind,3311.0,Netherlands,NL,LWB,55,1-6M€,36,41,40,57,40,56,43,0.0,0.0,0,0,29.0,0.8275862068965517,0.0,0.0,21.0,10.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['FIFA World Cup 2022']
Damián Emiliano Martínez,6909.0,Argentina,AR,GK,55,1-6M€,71,66,40,69,40,44,66,0.0,0.0,0,1,248.0,0.7056451612903226,0.0,0.0,0.0,179.0,"['4-3-3', '4-4-2', '3-5-2']",4-3-3,['Passes progressives'],"['Travail défensif', 'Finition', 'Dribble']","['Relance au pied', 'Distribution longue']","['FIFA World Cup 2022', 'Copa America 2024']"
Domingos Sousa Coutinho Meneses Duarte,23807.0,Granada,EU,CB,55,1-6M€,77,43,40,60,40,46,43,0.0,0.0,0,0,39.0,0.8717948717948718,0.0,0.0,3.0,24.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['La Liga 2020/21']
Donyell Malen,15582.0,Netherlands,NL,RW,55,1-6M€,84,53,43,46,65,44,44,0.0,0.39058720599999996,0,1,21.0,0.6190476190476191,7.0,3.0,8.0,5.0,"['4-3-3', '4-2-3-1', '3-4-3']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Haute pression', 'Ailier haut', 'Contre-pressing']",['UEFA Euro 2024']
Cengiz Ünder,6971.0,Marseille,EU,CAM,55,1-6M€,72,50,42,55,60,45,45,0.0,0.181433614,0,2,36.0,0.7777777777777778,5.0,2.0,10.0,7.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Ligue 1 2022/23']
Enrique Barja Afonso,24315.0,Osasuna,EU,ST,55,1-6M€,20,46,52,46,55,53,44,0.0,0.057224557,0,1,23.0,0.6086956521739131,3.0,1.0,24.0,8.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['La Liga 2020/21']
Eric Bertrand Bailly,3324.0,Marseille,EU,CB,55,1-6M€,32,41,41,60,40,45,42,0.0,0.08903444,0,0,26.0,0.8846153846153846,0.0,0.0,2.0,11.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['Ligue 1 2022/23']
Eric Junior Dina Ebimbe,28346.0,Eintracht Frankfurt,DE,CAM,55,1-6M€,40,42,40,56,42,55,43,0.0,0.04776066,0,0,23.0,0.8260869565217391,1.0,0.0,28.0,1.0,"['4-2-3-1', '4-3-3', '3-4-3']",4-2-3-1,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Jeu de possession', 'Milieu créatif', 'Entre les lignes']",['Bundesliga 2023/24']
Erick Javier Davis Grajales,5634.0,Panama,EU,LWB,55,1-6M€,51,49,40,56,65,56,49,0.0,0.04029999,0,3,74.0,0.7432432432432432,3.0,2.0,22.0,29.0,"['3-4-3', '3-5-2', '5-3-2']",3-4-3,"['Passes progressives', 'Passes clés']","['Jeu de passe', 'Travail défensif', 'Finition']","['Piston gauche', '3 derrière', 'Transitions']",['Copa America 2024']
Ermedin Demirović,6874.0,Augsburg,EU,ST,55,1-6M€,16,40,42,49,40,53,43,0.0,0.226136871,0,0,19.0,0.6842105263157895,0.0,0.0,24.0,4.0,"['4-3-3', '4-4-2', '4-2-3-1']",4-3-3,"['Polyvalence', 'Discipline tactique']","['Jeu de passe', 'Travail défensif', 'Finition']","['Attaque directe', 'Pressing avant', 'Profondeur']",['Bundesliga 2023/24']
Ezri Konsa Ngoyo,3822.0,England,EN,CB,55,1-6M€,11,43,40,64,40,52,46,0.0,0.0,0,0,48.0,0.9583333333333334,0.0,0.0,13.0,21.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,"['Précision passe', 'Passes progressives']","['Jeu de passe', 'Travail défensif', 'Finition']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']",['UEFA Euro 2024']
Fabian Holland,9222.0,Darmstadt 98,EU,CDM,55,1-6M€,10,41,40,60,40,58,43,0.0,0.0,0,1,20.0,0.9,0.0,0.0,25.0,9.0,"['4-2-3-1', '4-3-3', '3-5-2']",4-2-3-1,['Précision passe'],"['Jeu de passe', 'Travail défensif', 'Finition']","['Double pivot', 'Récupération', 'Bloc bas']",['Bundesliga 2023/24']
Fabian Lukas Schär,5537.0,Switzerland,CH,CB,55,1-6M€,57,49,62,64,40,54,54,1.0,0.875082252,0,0,119.0,0.8319327731092437,0.0,0.0,17.0,65.0,"['4-3-3', '3-5-2', '5-3-2']",4-3-3,['Passes progressives'],"['Jeu de passe', 'Travail défensif', 'Dribble']","['Ligne haute', 'Sortie balle au sol', 'Couverture de zone']","['UEFA Euro 2024', 'FIFA World Cup 2022']"
